news_id,year,month,day
story_reviews_00172.json,2017,9,12
story_reviews_00173.json,2017,9,12
story_reviews_00174.json,2017,9,6
story_reviews_00176.json,2017,9,4
story_reviews_00177.json,2017,9,4
story_reviews_00179.json,2017,8,26
story_reviews_00181.json,2017,8,27
story_reviews_00182.json,2017,8,25
story_reviews_00183.json,2017,8,21
story_reviews_00185.json,2017,8,17
story_reviews_00186.json,2017,8,9
story_reviews_00188.json,2017,8,8
story_reviews_00189.json,2017,8,7
story_reviews_00192.json,2017,8,2
story_reviews_00193.json,2017,7,31
story_reviews_00194.json,2017,7,26
story_reviews_00195.json,2017,7,26
story_reviews_00196.json,2017,7,24
story_reviews_00197.json,2017,7,23
story_reviews_00198.json,2017,7,20
story_reviews_00200.json,2017,7,28
story_reviews_00201.json,2017,7,12
story_reviews_00202.json,2017,7,11
story_reviews_00203.json,2017,7,10
story_reviews_00204.json,2017,7,10
story_reviews_00205.json,2017,7,5
story_reviews_00206.json,2017,7,6
story_reviews_00207.json,2017,7,2
story_reviews_00208.json,2017,7,4
story_reviews_00212.json,2017,6,21
story_reviews_00213.json,2017,6,22
story_reviews_00216.json,2017,6,19
story_reviews_00217.json,2017,6,18
story_reviews_00218.json,2017,6,13
story_reviews_00219.json,2017,6,9
story_reviews_00221.json,2017,6,7
story_reviews_00222.json,2017,6,6
story_reviews_00224.json,2017,6,5
story_reviews_00225.json,2017,6,4
story_reviews_00226.json,2017,5,26
story_reviews_00227.json,2017,5,24
story_reviews_00228.json,2017,5,24
story_reviews_00229.json,2017,5,23
story_reviews_00231.json,2017,5,18
story_reviews_00232.json,2017,5,18
story_reviews_00233.json,2017,5,18
story_reviews_00234.json,2017,5,12
story_reviews_00236.json,2017,5,10
story_reviews_00237.json,2017,5,9
story_reviews_00238.json,2017,5,8
story_reviews_00239.json,2017,5,4
story_reviews_00241.json,2017,5,1
story_reviews_00242.json,2017,4,29
story_reviews_00243.json,2017,5,1
story_reviews_00245.json,2017,4,20
story_reviews_00247.json,2017,4,18
story_reviews_00248.json,2017,4,20
story_reviews_00249.json,2017,4,19
story_reviews_00251.json,2017,4,12
story_reviews_00252.json,2017,4,13
story_reviews_00254.json,2017,4,10
story_reviews_00256.json,2015,8,4
story_reviews_00257.json,2017,4,3
story_reviews_00259.json,2017,4,2
story_reviews_00260.json,2017,3,29
story_reviews_00261.json,2017,3,27
story_reviews_00262.json,2017,3,27
story_reviews_00263.json,2017,3,24
story_reviews_00265.json,2017,3,18
story_reviews_00266.json,2017,3,20
story_reviews_00267.json,2017,3,16
story_reviews_00268.json,2017,3,16
story_reviews_00269.json,2017,3,11
story_reviews_00270.json,2017,3,8
story_reviews_00272.json,2017,3,11
story_reviews_00274.json,2017,3,2
story_reviews_00275.json,2017,3,6
story_reviews_00276.json,2017,2,28
story_reviews_00277.json,2017,2,27
story_reviews_00278.json,2017,2,24
story_reviews_00279.json,2017,2,23
story_reviews_00285.json,2017,2,10
story_reviews_00286.json,2017,2,13
story_reviews_00287.json,2017,2,8
story_reviews_00289.json,2017,2,5
story_reviews_00290.json,2017,2,1
story_reviews_00291.json,2017,2,1
story_reviews_00292.json,2017,2,3
story_reviews_00294.json,2017,1,28
story_reviews_00295.json,2017,1,25
story_reviews_00297.json,2017,1,23
story_reviews_00302.json,2017,1,9
story_reviews_00303.json,2017,1,9
story_reviews_00304.json,2017,1,7
story_reviews_00305.json,2017,1,5
story_reviews_00306.json,2016,12,28
story_reviews_00308.json,2016,12,28
story_reviews_00311.json,2016,12,20
story_reviews_00312.json,2016,12,17
story_reviews_00313.json,2016,12,17
story_reviews_00314.json,2016,12,15
story_reviews_00315.json,2016,12,13
story_reviews_00316.json,2016,12,9
story_reviews_00317.json,2016,12,8
story_reviews_00319.json,2016,12,7
story_reviews_00321.json,2016,12,3
story_reviews_00322.json,2016,12,1
story_reviews_00323.json,2016,11,29
story_reviews_00324.json,2016,11,23
story_reviews_00326.json,2016,11,21
story_reviews_00327.json,2016,11,15
story_reviews_00329.json,2016,11,13
story_reviews_00331.json,2016,11,10
story_reviews_00332.json,2016,11,9
story_reviews_00334.json,2016,11,6
story_reviews_00336.json,2016,10,26
story_reviews_00337.json,2016,10,26
story_reviews_00338.json,2016,10,25
story_reviews_00343.json,2016,10,18
story_reviews_00344.json,2016,10,13
story_reviews_00346.json,2016,10,8
story_reviews_00347.json,2016,10,9
story_reviews_00348.json,2016,10,5
story_reviews_00349.json,2016,9,30
story_reviews_00350.json,2016,10,2
story_reviews_00351.json,2016,10,1
story_reviews_00353.json,2016,9,26
story_reviews_00355.json,2016,9,23
story_reviews_00359.json,2016,9,19
story_reviews_00360.json,2016,9,16
story_reviews_00361.json,2016,9,14
story_reviews_00365.json,2016,9,2
story_reviews_00368.json,2016,8,31
story_reviews_00369.json,2016,8,29
story_reviews_00370.json,2016,8,28
story_reviews_00371.json,2016,8,29
story_reviews_00372.json,2016,8,24
story_reviews_00373.json,2016,8,22
story_reviews_00374.json,2016,4,25
story_reviews_00377.json,2016,8,12
story_reviews_00378.json,2016,8,14
story_reviews_00379.json,2016,8,11
story_reviews_00380.json,2016,8,4
story_reviews_00381.json,2016,8,6
story_reviews_00382.json,2016,8,6
story_reviews_00383.json,2016,8,2
story_reviews_00385.json,2016,8,1
story_reviews_00386.json,2016,7,27
story_reviews_00387.json,2016,7,26
story_reviews_00388.json,2016,7,25
story_reviews_00389.json,2016,7,24
story_reviews_00391.json,2016,7,19
story_reviews_00392.json,2016,7,17
story_reviews_00397.json,2016,7,12
story_reviews_00398.json,2016,7,12
story_reviews_00399.json,2016,7,5
story_reviews_00400.json,2016,7,5
story_reviews_00402.json,2016,7,1
story_reviews_00403.json,2016,6,29
story_reviews_00404.json,2016,6,28
story_reviews_00407.json,2016,6,27
story_reviews_00410.json,2016,6,21
story_reviews_00411.json,2016,6,17
story_reviews_00413.json,2016,6,14
story_reviews_00414.json,2016,6,13
story_reviews_00415.json,2016,6,9
story_reviews_00418.json,2016,6,9
story_reviews_00419.json,2016,6,5
story_reviews_00420.json,2016,6,7
story_reviews_00421.json,2016,6,6
story_reviews_00423.json,2016,6,2
story_reviews_00425.json,2016,6,1
story_reviews_00427.json,2016,5,26
story_reviews_00431.json,2016,5,19
story_reviews_00432.json,2016,5,18
story_reviews_00433.json,2016,5,18
story_reviews_00434.json,2016,5,17
story_reviews_00435.json,2016,5,14
story_reviews_00437.json,2016,5,10
story_reviews_00439.json,2016,5,9
story_reviews_00440.json,2016,5,10
story_reviews_00443.json,2016,5,3
story_reviews_00444.json,2016,5,3
story_reviews_00445.json,2016,4,29
story_reviews_00447.json,2016,5,6
story_reviews_00449.json,2016,4,25
story_reviews_00451.json,2016,4,21
story_reviews_00452.json,2016,4,20
story_reviews_00453.json,2016,4,18
story_reviews_00457.json,2016,4,13
story_reviews_00458.json,2016,4,11
story_reviews_00460.json,2016,4,11
story_reviews_00462.json,2016,4,4
story_reviews_00463.json,2016,3,31
story_reviews_00466.json,2016,3,22
story_reviews_00467.json,2016,3,21
story_reviews_00469.json,2016,3,14
story_reviews_00470.json,2016,3,14
story_reviews_00471.json,2016,3,15
story_reviews_00473.json,2016,3,7
story_reviews_00474.json,2016,3,9
story_reviews_00475.json,2016,2,29
story_reviews_00476.json,2016,2,22
story_reviews_00481.json,2016,2,14
story_reviews_00483.json,2016,2,9
story_reviews_00484.json,2016,2,8
story_reviews_00486.json,2016,2,1
story_reviews_00487.json,2016,2,1
story_reviews_00489.json,2016,1,25
story_reviews_00490.json,2016,1,20
story_reviews_00491.json,2016,1,19
story_reviews_00493.json,2016,1,18
story_reviews_00494.json,2016,1,13
story_reviews_00495.json,2016,1,12
story_reviews_00496.json,2016,1,11
story_reviews_00497.json,2016,1,7
story_reviews_00498.json,2016,1,7
story_reviews_00500.json,2016,1,4
story_reviews_00502.json,2016,1,4
story_reviews_00503.json,2015,12,21
story_reviews_00504.json,2015,12,14
story_reviews_00507.json,2015,12,2
story_reviews_00509.json,2015,11,29
story_reviews_00511.json,2015,11,18
story_reviews_00512.json,2015,11,16
story_reviews_00513.json,2015,11,16
story_reviews_00516.json,2015,11,10
story_reviews_00519.json,2015,11,4
story_reviews_00520.json,2015,11,2
story_reviews_00521.json,2015,10,27
story_reviews_00523.json,2015,10,26
story_reviews_00524.json,2015,10,26
story_reviews_00526.json,2015,10,20
story_reviews_00527.json,2015,10,20
story_reviews_00528.json,2015,10,14
story_reviews_00529.json,2015,10,12
story_reviews_00532.json,2015,10,7
story_reviews_00533.json,2015,10,6
story_reviews_00534.json,2015,10,3
story_reviews_00535.json,2015,9,29
story_reviews_00537.json,2015,9,28
story_reviews_00538.json,2015,9,28
story_reviews_00539.json,2015,9,24
story_reviews_00540.json,2015,9,24
story_reviews_00541.json,2015,9,22
story_reviews_00542.json,2015,9,21
story_reviews_00544.json,2015,9,17
story_reviews_00545.json,2015,9,15
story_reviews_00546.json,2015,9,14
story_reviews_00548.json,2015,9,11
story_reviews_00549.json,2015,9,10
story_reviews_00550.json,2015,9,10
story_reviews_00551.json,2015,9,9
story_reviews_00553.json,2015,8,31
story_reviews_00554.json,2015,9,1
story_reviews_00555.json,2015,8,31
story_reviews_00557.json,2015,8,24
story_reviews_00559.json,2015,8,17
story_reviews_00561.json,2015,8,18
story_reviews_00562.json,2015,8,17
story_reviews_00563.json,2015,8,13
story_reviews_00564.json,2015,8,10
story_reviews_00566.json,2015,8,9
story_reviews_00567.json,2015,8,5
story_reviews_00568.json,2015,8,5
story_reviews_00570.json,2015,8,3
story_reviews_00572.json,2015,7,27
story_reviews_00573.json,2015,7,27
story_reviews_00575.json,2015,7,22
story_reviews_00576.json,2015,7,17
story_reviews_00581.json,2015,7,14
story_reviews_00582.json,2015,7,15
story_reviews_00584.json,2015,7,8
story_reviews_00587.json,2015,7,4
story_reviews_00588.json,2015,7,6
story_reviews_00589.json,2015,7,1
story_reviews_00590.json,2015,6,29
story_reviews_00594.json,2015,6,30
story_reviews_00595.json,2015,6,24
story_reviews_00597.json,2015,6,25
story_reviews_00598.json,2015,6,24
story_reviews_00599.json,2015,6,22
story_reviews_00600.json,2015,6,22
story_reviews_00601.json,2015,6,16
story_reviews_00602.json,2015,6,15
story_reviews_00603.json,2015,6,12
story_reviews_00604.json,2015,6,9
story_reviews_00605.json,2015,6,8
story_reviews_00607.json,2015,6,8
story_reviews_00609.json,2015,6,2
story_reviews_00611.json,2015,5,29
story_reviews_00612.json,2015,5,26
story_reviews_00613.json,2015,5,26
story_reviews_00614.json,2015,5,26
story_reviews_00616.json,2015,5,20
story_reviews_00618.json,2015,5,17
story_reviews_00622.json,2015,5,11
story_reviews_00624.json,2015,5,12
story_reviews_00625.json,2015,5,12
story_reviews_00627.json,2015,5,1
story_reviews_00628.json,2015,5,4
story_reviews_00629.json,2015,4,30
story_reviews_00630.json,2015,4,26
story_reviews_00631.json,2015,5,1
story_reviews_00632.json,2015,4,29
story_reviews_00635.json,2015,4,21
story_reviews_00637.json,2015,4,20
story_reviews_00638.json,2015,4,13
story_reviews_00639.json,2015,4,9
story_reviews_00641.json,2015,4,3
story_reviews_00642.json,2015,4,3
story_reviews_00643.json,2015,3,31
story_reviews_00645.json,2015,3,26
story_reviews_00646.json,2015,3,25
story_reviews_00648.json,2015,3,23
story_reviews_00650.json,2015,3,23
story_reviews_00651.json,2015,3,22
story_reviews_00657.json,2015,3,16
story_reviews_00658.json,2015,3,14
story_reviews_00659.json,2015,3,11
story_reviews_00660.json,2015,3,6
story_reviews_00661.json,2015,3,9
story_reviews_00662.json,2015,3,9
story_reviews_00663.json,2015,3,9
story_reviews_00664.json,2015,3,2
story_reviews_00665.json,2015,3,2
story_reviews_00669.json,2015,3,2
story_reviews_00671.json,2015,2,26
story_reviews_00673.json,2015,2,24
story_reviews_00674.json,2015,2,24
story_reviews_00675.json,2015,2,23
story_reviews_00676.json,2015,2,23
story_reviews_00677.json,2015,2,18
story_reviews_00679.json,2015,2,18
story_reviews_00680.json,2015,2,18
story_reviews_00683.json,2015,2,15
story_reviews_00684.json,2015,2,16
story_reviews_00685.json,2015,2,11
story_reviews_00686.json,2015,2,11
story_reviews_00687.json,2015,2,9
story_reviews_00689.json,2015,2,9
story_reviews_00691.json,2015,2,6
story_reviews_00692.json,2015,1,13
story_reviews_00695.json,2015,2,2
story_reviews_00696.json,2015,2,3
story_reviews_00697.json,2015,2,2
story_reviews_00698.json,2015,1,27
story_reviews_00699.json,2015,1,28
story_reviews_00700.json,2015,1,28
story_reviews_00701.json,2015,1,26
story_reviews_00702.json,2015,1,23
story_reviews_00704.json,2015,1,23
story_reviews_00705.json,2015,1,26
story_reviews_00707.json,2015,1,22
story_reviews_00712.json,2015,1,19
story_reviews_00713.json,2015,1,14
story_reviews_00714.json,2015,1,14
story_reviews_00715.json,2015,1,13
story_reviews_00717.json,2015,1,12
story_reviews_00719.json,2015,1,8
story_reviews_00720.json,2015,1,7
story_reviews_00722.json,2015,1,7
story_reviews_00724.json,2015,1,7
story_reviews_00725.json,2015,1,5
story_reviews_00726.json,2015,1,5
story_reviews_00728.json,2013,5,29
story_reviews_00729.json,2013,5,22
story_reviews_00730.json,2013,5,21
story_reviews_00731.json,2013,5,13
story_reviews_00733.json,2013,5,8
story_reviews_00735.json,2013,4,29
story_reviews_00737.json,2013,4,15
story_reviews_00739.json,2013,4,8
story_reviews_00741.json,2013,4,3
story_reviews_00744.json,2013,3,25
story_reviews_00745.json,2013,3,25
story_reviews_00746.json,2013,3,19
story_reviews_00747.json,2013,3,7
story_reviews_00749.json,2013,2,12
story_reviews_00750.json,2013,2,12
story_reviews_00751.json,2013,2,12
story_reviews_00753.json,2013,2,8
story_reviews_00754.json,2013,2,6
story_reviews_00756.json,2013,1,28
story_reviews_00758.json,2013,1,23
story_reviews_00759.json,2013,1,23
story_reviews_00762.json,2013,1,14
story_reviews_00763.json,2013,1,15
story_reviews_00766.json,2013,1,8
story_reviews_00767.json,2013,1,2
story_reviews_00768.json,2013,1,2
story_reviews_00769.json,2013,1,2
story_reviews_00772.json,2012,12,12
story_reviews_00774.json,2012,12,10
story_reviews_00776.json,2012,12,5
story_reviews_00778.json,2012,12,6
story_reviews_00780.json,2012,12,4
story_reviews_00782.json,2012,11,29
story_reviews_00783.json,2012,11,30
story_reviews_00787.json,2012,11,15
story_reviews_00788.json,2012,11,18
story_reviews_00790.json,2012,11,14
story_reviews_00791.json,2012,11,8
story_reviews_00793.json,2012,11,5
story_reviews_00794.json,2012,11,5
story_reviews_00797.json,2012,11,4
story_reviews_00798.json,2012,10,29
story_reviews_00801.json,2012,10,25
story_reviews_00802.json,2012,10,24
story_reviews_00803.json,2012,10,17
story_reviews_00804.json,2012,10,17
story_reviews_00806.json,2012,10,15
story_reviews_00808.json,2012,10,10
story_reviews_00812.json,2012,10,8
story_reviews_00813.json,2012,10,8
story_reviews_00816.json,2012,10,8
story_reviews_00817.json,2012,10,4
story_reviews_00818.json,2012,10,3
story_reviews_00823.json,2012,9,27
story_reviews_00825.json,2012,9,10
story_reviews_00826.json,2012,9,10
story_reviews_00827.json,2012,9,3
story_reviews_00828.json,2012,8,26
story_reviews_00830.json,2012,8,27
story_reviews_00831.json,2012,8,15
story_reviews_00832.json,2012,8,10
story_reviews_00833.json,2012,8,12
story_reviews_00835.json,2012,8,3
story_reviews_00836.json,2012,8,6
story_reviews_00838.json,2012,7,30
story_reviews_00839.json,2012,7,30
story_reviews_00840.json,2012,7,30
story_reviews_00842.json,2012,7,13
story_reviews_00845.json,2012,7,9
story_reviews_00847.json,2012,7,2
story_reviews_00848.json,2012,7,3
story_reviews_00852.json,2012,6,27
story_reviews_00854.json,2012,6,13
story_reviews_00855.json,2012,6,11
story_reviews_00856.json,2012,6,11
story_reviews_00857.json,2012,6,7
story_reviews_00859.json,2012,6,5
story_reviews_00860.json,2012,5,31
story_reviews_00861.json,2012,5,29
story_reviews_00866.json,2012,5,17
story_reviews_00867.json,2012,5,14
story_reviews_00868.json,2012,5,14
story_reviews_00870.json,2012,5,11
story_reviews_00871.json,2012,5,12
story_reviews_00872.json,2012,5,14
story_reviews_00875.json,2012,4,23
story_reviews_00876.json,2012,4,20
story_reviews_00877.json,2012,4,23
story_reviews_00879.json,2012,4,16
story_reviews_00880.json,2012,4,17
story_reviews_00882.json,2012,4,12
story_reviews_00883.json,2012,4,9
story_reviews_00884.json,2012,4,9
story_reviews_00885.json,2012,4,2
story_reviews_00889.json,2012,3,29
story_reviews_00891.json,2012,3,27
story_reviews_00892.json,2012,3,27
story_reviews_00893.json,2012,3,27
story_reviews_00895.json,2012,3,22
story_reviews_00897.json,2012,3,19
story_reviews_00898.json,2012,3,15
story_reviews_00899.json,2012,3,12
story_reviews_00901.json,2012,3,7
story_reviews_00902.json,2012,3,7
story_reviews_00903.json,2012,3,5
story_reviews_00904.json,2012,3,5
story_reviews_00905.json,2012,3,5
story_reviews_00906.json,2012,3,5
story_reviews_00907.json,2012,3,1
story_reviews_00909.json,2012,2,23
story_reviews_00910.json,2012,2,27
story_reviews_00913.json,2012,2,27
story_reviews_00914.json,2012,2,21
story_reviews_00916.json,2012,2,22
story_reviews_00917.json,2012,2,21
story_reviews_00918.json,2012,8,15
story_reviews_00919.json,2012,2,17
story_reviews_00922.json,2012,2,13
story_reviews_00923.json,2012,2,13
story_reviews_00925.json,2012,2,8
story_reviews_00928.json,2012,2,6
story_reviews_00929.json,2012,2,1
story_reviews_00932.json,2012,1,30
story_reviews_00933.json,2012,1,16
story_reviews_00936.json,2012,1,16
story_reviews_00938.json,2012,1,9
story_reviews_00939.json,2012,1,9
story_reviews_00940.json,2012,1,9
story_reviews_00941.json,2012,1,10
story_reviews_00942.json,2012,1,9
story_reviews_00943.json,2012,6,19
story_reviews_00944.json,2012,1,6
story_reviews_00947.json,2012,1,2
story_reviews_00949.json,2012,1,2
story_reviews_00952.json,2011,12,29
story_reviews_00954.json,2011,12,20
story_reviews_00955.json,2011,12,14
story_reviews_00956.json,2011,12,13
story_reviews_00958.json,2011,12,11
story_reviews_00960.json,2011,12,6
story_reviews_00961.json,2011,12,5
story_reviews_00962.json,2011,12,2
story_reviews_00963.json,2011,12,1
story_reviews_00965.json,2011,11,30
story_reviews_00966.json,2011,11,28
story_reviews_00967.json,2014,3,21
story_reviews_00968.json,2011,11,15
story_reviews_00970.json,2011,11,14
story_reviews_00973.json,2011,11,8
story_reviews_00975.json,2011,11,2
story_reviews_00976.json,2011,11,3
story_reviews_00980.json,2012,7,12
story_reviews_00982.json,2011,10,26
story_reviews_00983.json,2011,10,24
story_reviews_00985.json,2011,10,25
story_reviews_00989.json,2011,10,20
story_reviews_00991.json,2011,10,17
story_reviews_00992.json,2011,10,17
story_reviews_00993.json,2014,3,20
story_reviews_00994.json,2011,10,17
story_reviews_00996.json,2011,10,10
story_reviews_00997.json,2011,10,10
story_reviews_00999.json,2011,10,10
story_reviews_01000.json,2011,10,2
story_reviews_01001.json,2011,9,14
story_reviews_01002.json,2011,9,13
story_reviews_01003.json,2011,9,12
story_reviews_01004.json,2011,9,1
story_reviews_01005.json,2011,9,6
story_reviews_01006.json,2011,9,5
story_reviews_01007.json,2011,9,6
story_reviews_01008.json,2011,9,2
story_reviews_01009.json,2011,8,29
story_reviews_01012.json,2011,8,28
story_reviews_01013.json,2011,8,24
story_reviews_01014.json,2011,8,24
story_reviews_01015.json,2011,8,23
story_reviews_01016.json,2011,8,22
story_reviews_01017.json,2011,8,18
story_reviews_01019.json,2011,8,17
story_reviews_01021.json,2011,8,17
story_reviews_01023.json,2011,8,14
story_reviews_01024.json,2011,8,12
story_reviews_01026.json,2011,8,10
story_reviews_01027.json,2011,8,10
story_reviews_01028.json,2011,8,10
story_reviews_01029.json,2011,8,9
story_reviews_01030.json,2011,8,3
story_reviews_01031.json,2011,8,3
story_reviews_01032.json,2011,8,3
story_reviews_01033.json,2011,8,3
story_reviews_01035.json,2011,8,2
story_reviews_01037.json,2011,8,1
story_reviews_01038.json,2011,8,1
story_reviews_01039.json,2011,7,28
story_reviews_01040.json,2011,7,27
story_reviews_01042.json,2011,7,25
story_reviews_01045.json,2011,7,19
story_reviews_01046.json,2011,7,18
story_reviews_01048.json,2011,7,13
story_reviews_01050.json,2011,7,11
story_reviews_01052.json,2011,7,11
story_reviews_01053.json,2011,5,19
story_reviews_01055.json,2011,7,7
story_reviews_01057.json,2011,7,6
story_reviews_01058.json,2011,7,4
story_reviews_01059.json,2011,7,1
story_reviews_01060.json,2011,6,28
story_reviews_01061.json,2011,6,28
story_reviews_01063.json,2011,6,25
story_reviews_01064.json,2011,6,16
story_reviews_01066.json,2011,6,15
story_reviews_01067.json,2011,6,15
story_reviews_01069.json,2011,6,13
story_reviews_01072.json,2011,6,7
story_reviews_01073.json,2011,6,6
story_reviews_01074.json,2011,6,6
story_reviews_01078.json,2011,6,5
story_reviews_01079.json,2011,5,31
story_reviews_01081.json,2011,6,1
story_reviews_01083.json,2011,5,31
story_reviews_01084.json,2011,5,25
story_reviews_01086.json,2011,5,23
story_reviews_01087.json,2011,5,23
story_reviews_01089.json,2011,5,19
story_reviews_01091.json,2011,5,16
story_reviews_01093.json,2011,5,15
story_reviews_01094.json,2011,5,11
story_reviews_01096.json,2011,5,11
story_reviews_01098.json,2011,5,10
story_reviews_01099.json,2011,5,10
story_reviews_01100.json,2011,5,9
story_reviews_01102.json,2011,5,8
story_reviews_01103.json,2011,5,5
story_reviews_01104.json,2011,5,4
story_reviews_01105.json,2011,5,4
story_reviews_01111.json,2011,5,2
story_reviews_01113.json,2011,5,2
story_reviews_01115.json,2011,4,27
story_reviews_01116.json,2011,4,27
story_reviews_01117.json,2011,4,26
story_reviews_01121.json,2011,4,20
story_reviews_01124.json,2011,4,19
story_reviews_01126.json,2011,4,18
story_reviews_01129.json,2011,4,12
story_reviews_01133.json,2011,4,10
story_reviews_01136.json,2011,4,6
story_reviews_01138.json,2011,4,5
story_reviews_01139.json,2011,4,4
story_reviews_01140.json,2011,4,5
story_reviews_01141.json,2011,4,4
story_reviews_01143.json,2011,4,4
story_reviews_01144.json,2011,4,3
story_reviews_01145.json,2011,4,1
story_reviews_01151.json,2011,3,29
story_reviews_01153.json,2011,3,28
story_reviews_01154.json,2011,3,28
story_reviews_01155.json,2011,3,24
story_reviews_01156.json,2011,3,24
story_reviews_01158.json,2011,3,22
story_reviews_01161.json,2011,3,21
story_reviews_01162.json,2011,3,18
story_reviews_01164.json,2011,3,15
story_reviews_01167.json,2011,3,14
story_reviews_01168.json,2011,3,14
story_reviews_01170.json,2011,3,8
story_reviews_01173.json,2011,3,7
story_reviews_01174.json,2011,3,7
story_reviews_01176.json,2011,3,6
story_reviews_01177.json,2011,3,3
story_reviews_01178.json,2011,3,3
story_reviews_01181.json,2011,2,28
story_reviews_01185.json,2011,2,24
story_reviews_01186.json,2011,2,23
story_reviews_01187.json,2011,2,23
story_reviews_01188.json,2011,2,22
story_reviews_01190.json,2011,2,22
story_reviews_01193.json,2011,2,22
story_reviews_01197.json,2011,2,17
story_reviews_01199.json,2011,2,15
story_reviews_01202.json,2011,2,16
story_reviews_01203.json,2011,2,14
story_reviews_01205.json,2011,2,14
story_reviews_01206.json,2011,2,14
story_reviews_01207.json,2011,2,13
story_reviews_01208.json,2011,2,10
story_reviews_01209.json,2011,2,9
story_reviews_01210.json,2011,2,8
story_reviews_01212.json,2011,2,8
story_reviews_01214.json,2011,2,7
story_reviews_01216.json,2011,2,5
story_reviews_01218.json,2011,2,3
story_reviews_01219.json,2011,2,3
story_reviews_01220.json,2011,2,2
